AUS_CODE_2016,Neg_Nil_inc_hh_with_Ind_psns,Neg_Nil_inc_Other_households,Neg_Nil_income_Tot_hhlds,HI1_149_Hhd_with_Indig_psns,HI1_149_Other_households,HI1_149_Tot_hhlds,HI150_299_Hhd_with_Indig_psns,HI150_299_Other_households,HI150_299_Tot_hhlds,HI300_399_Hhd_with_Indig_psns,HI300_399_Other_households,HI300_399_Tot_hhlds,HI400_499_Hhd_with_Indig_psns,HI400_499_Other_households,HI400_499_Tot_hhlds,HI500_649_Hhd_with_Indig_psns,HI500_649_Other_households,HI500_649_Tot_hhlds,HI650_799_Hhd_with_Indig_psns,HI650_799_Other_households,HI650_799_Tot_hhlds,HI800_999_Hh_with_Indig_psn,HI800_999_Other_households,HI800_999_Tot_hhlds,HI1000_1249_Hh_with_Indig_psn,HI1000_1249_Other_households,HI1000_1249_Tot_hhlds,HI1250_1499_Hh_with_Indig_psn,HI1250_1499_Other_households,HI1250_1499_Tot_hhlds,HI1500_1999_Hh_with_Indig_psn,HI1500_1999_Other_households,HI1500_1999_Tot_hhlds,HI2000_2499_Hh_with_Indig_psn,HI2000_2499_Other_households,HI2000_2499_Tot_hhlds,HI2500_2999_Hh_with_Indig_psn,HI2500_2999_Other_households,HI2500_2999_Tot_hhlds,HI3000_more_Hh_with_Indig_psn,HI3000_more_Other_households,HI3000_more_Tot_hhlds,Part_inc_st_Hh_with_Indig_psn,Partial_inc_stated_Other_hhds,Partial_inc_stated_Tot_hhlds,All_inc_ns_Hh_with_Ind_psns,All_income_ns_Other_household,All_inc_NS_Tot_hhlds,Tot_Household_with_Indig_psns,Tot_Other_households,Tot_Tot_hhlds
036,3337,130838,134170,2636,58723,61361,8782,157706,166487,9891,221037,230930,15937,517492,533429,15156,343304,358456,20905,561728,582628,20001,523192,543198,22249,638922,661167,20459,575971,596430,29021,922133,951156,23513,843887,867399,13838,518972,532812,23792,1198875,1222672,23766,624403,648170,9758,185858,195609,263037,8023043,8286077
