SA2_MAINCODE_2016,Med_ag_pe_In_pe_hh_In_p,Me_ag_ps_N_In_ps_ot_hh,Med_age_psns_Tot,Me_p_in_wk_In_ps_hh_In_ps,Me_ps_in_wk_No_In_ps_ot_hh,Med_psnl_inc_wk_Tot,Me_hh_in_wk_In_ps_hh_In_ps,Me_hh_in_wk_No_In_ps_ot_hh,Med_hhd_inc_wk_Tot,Me_mo_re_mt_In_ps_hh_In_ps,Me_mo_re_mt_No_In_ps_ot_hh,Med_mort_repay_mth_Tot,Me_re_wk_In_ps_hh_Ind_psns,Me_re_wk_No_In_psns_oth_hh,Med_rent_wk_Tot,Av_N_p_pe_be_In_ps_hh_w_In_p,Av_Nu_ps_pe_be_No_In_ps_ot_hh,Avg_Nu_psns_per_bed_Tot,Av_hh_si_In_ps_hh_wi_Ind_psns,Avg_hh_si_No_Ind_psn_othr_hhd,Avg_household_size_Tot,P_d_n_x_b_In_ps_hh_w_In_p,P_d_n_x_b_No_In_p_oth_hh,P_d_n_x_b_Tot
311031319,19,33,33,645,702,701,1716,1667,1669,1733,1733,1733,363,375,375,0.9,0.8,0.8,3.5,3.1,3.1,3.9,3.4,3.4
311041320,20,37,37,546,717,713,1922,2040,2035,2167,2167,2167,450,440,440,1,0.8,0.8,4.1,3.3,3.3,5.3,1.9,2.1
311041321,18,33,33,585,734,730,1727,1787,1784,2000,1950,1950,398,390,390,1,0.8,0.8,3.8,3.1,3.2,3.6,2.2,2.3
311041322,23,40,40,556,676,673,2178,1780,1802,2058,2008,2013,418,410,410,1,0.8,0.8,3.8,3.1,3.1,8.4,2.4,2.6
311051323,22,36,36,517,607,604,1375,1178,1186,1604,1712,1712,355,360,360,0.9,0.8,0.8,3.3,2.5,2.6,8.6,2.6,2.9
311051324,22,40,40,561,767,764,1825,2025,2019,1742,2008,2000,420,395,395,1,0.8,0.8,3.6,2.9,3,10.3,1.4,1.7
311051325,21,34,34,584,732,728,1899,1630,1638,1764,1733,1733,353,365,365,1,0.8,0.8,3.4,2.9,2.9,0,2.8,2.8
311051326,19,32,31,439,586,578,1270,1323,1320,1993,1600,1600,320,343,340,1,0.9,0.9,3.6,2.9,2.9,13.7,6,6.5
311051327,21,38,37,762,784,783,2200,1942,1947,2351,1950,1950,398,385,385,1,0.8,0.8,3.8,2.9,2.9,7.5,1.5,1.6
311051328,18,36,35,429,549,543,1125,1096,1098,1480,1517,1517,295,315,310,1.1,0.9,0.9,3.6,2.6,2.6,10.9,4.5,4.8
311061329,18,37,37,525,747,744,1562,1730,1724,1775,1850,1850,353,370,370,1.1,0.8,0.8,4,2.8,2.8,8.2,2.4,2.5
311061330,20,32,31,430,474,472,964,1072,1063,1500,1387,1394,285,305,300,1,0.9,0.9,3.3,3,3,12.3,10.2,10.4
311061331,18,32,31,364,427,424,900,861,864,1400,1343,1343,240,265,265,1.2,1,1,3.4,2.8,2.9,26.4,13.7,14.5
311061332,20,36,36,534,739,736,1798,1646,1650,1950,1733,1733,388,365,370,0.9,0.8,0.8,3.2,2.7,2.8,3.6,2,2
311061333,17,34,34,452,545,539,1044,1150,1144,1517,1408,1411,299,300,300,1,0.9,0.9,3.4,2.7,2.8,12.1,7,7.3
311061334,17,38,37,566,736,734,1828,1561,1571,2000,1733,1750,375,360,360,0.9,0.8,0.8,3.5,2.6,2.7,8.7,2.4,2.5
311061335,20,33,33,466,692,689,1531,1651,1648,1854,1900,1900,385,380,380,1,0.8,0.8,3.6,3,3,0,3.5,3.6
311061336,20,32,32,461,458,458,962,935,937,1411,1254,1267,250,275,275,1.1,1,1,3.4,2.8,2.8,16.2,12.1,12.4
312011337,24,43,41,470,597,586,1073,1070,1071,1842,1695,1723,250,250,250,1,0.8,0.8,2.9,2.3,2.4,9.2,3.8,4.4
312011338,24,34,33,854,1046,1040,2154,2044,2051,1556,1083,1092,100,60,60,1,0.8,0.8,2.9,2.6,2.6,4,1.9,2
312011339,17,34,34,743,747,747,1375,1517,1511,1870,1530,1550,200,100,103,1,0.8,0.8,2.8,2.6,2.6,0,1.4,1.6
312011340,30,45,44,445,584,578,1307,1089,1110,1820,1300,1348,180,130,140,0.9,0.8,0.8,2.8,2.3,2.3,6.8,2,2.4
312011341,22,30,30,677,1232,1209,2221,2434,2421,1900,1733,1733,200,100,100,0.9,0.8,0.8,3.2,2.8,2.8,2.7,1.3,1.3
312021342,19,36,34,492,700,687,1246,1465,1434,1882,1950,1950,275,300,295,1,0.8,0.8,3.3,2.5,2.6,6.3,1.4,1.8
312021343,34,42,42,575,715,709,1062,1349,1335,1780,1733,1733,210,260,253,0.9,0.8,0.8,2.6,2.3,2.3,0,2.1,2.2
312021344,16,31,30,554,841,826,1297,1884,1839,2329,2167,2167,280,300,300,1,0.8,0.8,3.6,2.8,2.8,3.8,1.1,1.2
312021345,0,56,56,0,1125,1125,0,2249,2249,0,0,0,0,0,0,0,1.3,1.3,0,2,2,0,0,0
312021346,28,38,38,441,615,605,752,997,976,1300,1614,1595,190,200,200,1,0.8,0.9,2.1,2,2,12.8,4,4.6
312021347,39,49,48,1125,1179,1178,0,2189,2204,0,2587,2600,0,400,400,0,0.7,0.7,0,2.1,2,0,2.6,2.6
312021348,18,40,40,625,778,775,1924,1811,1814,2167,2167,2167,300,330,330,0.9,0.7,0.7,3.3,2.7,2.7,6.7,0.9,1.2
312021349,24,41,40,458,613,603,987,1116,1105,1733,1733,1733,230,240,235,0.9,0.8,0.8,2.7,2.2,2.2,8,2.3,2.7
312021350,24,34,34,809,813,813,1666,1799,1789,1950,2050,2045,350,350,350,0.9,0.8,0.8,2.8,2.6,2.7,0,1.4,1.5
312021351,19,35,35,467,682,674,1451,1612,1603,2000,2000,2000,290,275,275,1,0.8,0.8,3.4,2.7,2.8,3,2.6,2.7
312021352,20,42,41,421,641,630,1302,1414,1406,1972,1950,1950,258,260,260,1,0.8,0.8,3.3,2.5,2.5,8.5,2.7,3.1
312021353,24,46,45,440,615,609,1166,1316,1311,1733,1950,1909,250,200,200,1,0.8,0.9,3.1,2.5,2.6,7.4,2.6,2.8
312021354,17,35,34,527,776,761,1228,1777,1727,1950,2090,2080,285,300,300,1,0.8,0.8,3.5,2.7,2.8,7,0.7,1.2
312021355,20,43,41,426,640,623,1073,1291,1258,1733,1733,1733,250,250,250,1,0.8,0.8,3.4,2.4,2.5,12.4,1.8,3.1
312021356,24,40,39,463,654,643,977,1182,1170,1863,1733,1733,220,250,240,0.9,0.8,0.8,2.6,2.2,2.3,5.5,2.4,2.6
312021357,24,40,39,565,734,729,1538,1672,1661,1950,1950,1950,300,275,280,1,0.8,0.8,3.1,2.7,2.7,7.1,1.7,1.9
312021358,25,42,41,587,693,690,1042,1283,1270,1874,1733,1733,230,250,250,0.8,0.8,0.8,2.6,2.3,2.3,5.4,2.2,2.3
312031359,22,34,34,586,797,792,1221,1389,1382,1972,1900,1900,300,325,320,1,0.8,0.8,2.7,2.4,2.4,3.1,3.2,3.2
312031360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
312031361,21,44,44,420,628,620,1062,1254,1242,1692,1603,1603,250,250,250,1,0.8,0.8,3,2.4,2.5,6.6,2.3,2.5
313011362,20,50,49,429,509,505,1227,1035,1043,1950,1625,1625,350,325,330,1,0.7,0.7,3.4,2.4,2.4,6.1,1.5,1.7
313011363,34,60,59,429,482,481,973,855,860,1885,1600,1600,310,295,295,0.9,0.7,0.7,2.7,2,2.1,6.1,1.3,1.5
313021364,22,41,40,414,707,698,2250,2037,2046,2161,2000,2000,439,420,420,0.8,0.8,0.8,4,3.1,3.2,0,1.9,1.9
313021365,20,36,35,428,525,519,1026,1078,1075,1582,1591,1591,290,290,290,1,0.8,0.8,3.3,2.6,2.6,9.7,2.9,3.4
313021366,16,32,31,438,551,545,1041,1139,1132,1517,1517,1517,320,325,325,1,0.8,0.8,3.6,2.7,2.8,11.2,3.1,3.7
313021367,20,39,39,480,626,623,1974,1807,1816,1733,1842,1842,415,330,340,1.1,0.8,0.8,4.4,3.2,3.3,9.4,3.6,3.9
313021368,17,32,31,458,602,595,1195,1337,1326,1517,1603,1603,340,340,340,0.9,0.8,0.8,3.4,2.8,2.9,3.3,3.5,3.5
313021369,30,42,42,575,659,658,1825,1723,1731,2200,2000,2000,300,320,320,0.8,0.8,0.8,3.4,3,3,0,2.3,2.5
313031370,19,44,43,431,552,548,1025,1078,1075,1376,1460,1437,263,270,270,1,0.8,0.8,2.9,2.5,2.5,5.1,3.9,4
313031371,28,42,40,439,587,583,1510,1307,1314,1820,1733,1733,310,300,300,0.9,0.8,0.8,3.4,2.6,2.7,7.5,2.9,3.1
313041372,20,38,37,503,641,638,1326,1464,1457,1712,1733,1733,326,325,325,0.9,0.8,0.8,3.4,2.8,2.8,9.3,1.9,2.2
313041373,20,40,39,438,544,538,1060,1072,1071,1624,1582,1585,300,310,310,1,0.8,0.8,3.4,2.5,2.6,12.9,3.1,3.7
313041374,19,44,43,506,636,632,2071,1865,1873,2234,1993,2000,515,420,425,1,0.8,0.8,4.6,3.1,3.1,14,1.1,1.5
313041375,20,33,32,512,761,756,1909,1872,1874,1738,1950,1950,390,390,390,1,0.8,0.8,3.9,3.2,3.2,4.5,1.2,1.3
313041376,20,42,41,589,670,667,1749,1865,1864,1950,1907,1907,330,395,385,1,0.8,0.8,3.3,3.1,3.1,0,3.1,3.2
313051377,28,44,43,472,637,633,1345,1199,1207,1922,1690,1699,325,310,310,0.9,0.8,0.8,2.8,2.3,2.4,4.7,2.5,2.6
313051378,22,45,45,462,611,606,1174,1089,1092,1517,1625,1625,315,300,300,1,0.8,0.8,3,2.1,2.2,10.9,2.7,3
313051379,29,49,48,494,566,564,1062,980,983,1582,1517,1517,318,300,300,0.9,0.8,0.8,2.6,2.1,2.1,7.9,2.5,2.6
313051380,18,42,41,441,549,544,1040,1141,1137,1900,1625,1625,340,340,340,1,0.7,0.8,3.4,2.5,2.6,9.3,2.4,2.7
313051542,26,49,49,583,666,665,1202,1283,1281,1733,1924,1900,300,330,330,0.9,0.7,0.7,2.5,2.3,2.3,5.3,1.4,1.5
314011382,22,40,40,706,786,785,2083,1961,1964,2200,1950,1950,380,400,400,1,0.8,0.8,3.5,2.8,2.8,0,1,1
314011383,19,33,33,729,855,853,1902,2115,2110,2200,2100,2100,408,410,410,0.9,0.8,0.8,3.6,3.1,3.1,0,1.1,1.1
314011384,26,42,42,668,746,745,1718,1956,1951,2100,2145,2129,280,350,350,1,0.8,0.8,3.6,3,3,0,2.1,2.1
314011385,20,37,36,825,887,886,2374,2368,2368,2167,2123,2129,415,430,430,1,0.8,0.8,4.1,3.2,3.2,0,0.8,0.8
314011386,22,37,37,639,839,836,2048,1979,1981,1733,2000,2000,395,400,400,1,0.8,0.8,3.2,2.8,2.8,3.3,1.3,1.4
314011387,22,43,43,519,805,802,2957,2332,2341,2817,2383,2383,360,400,400,0.9,0.8,0.8,3.9,3.1,3.1,0,1.6,1.6
314021388,20,33,33,557,680,678,1418,1324,1328,1667,1668,1668,340,336,336,1,0.8,0.8,3.4,2.6,2.6,7.9,2.2,2.5
314021389,21,32,31,712,800,797,1786,1702,1704,2000,1950,1950,360,365,365,0.9,0.8,0.8,3.2,2.8,2.8,7.4,1.4,1.6
314021390,19,32,31,697,797,795,1812,1841,1840,2093,2058,2058,388,400,400,0.9,0.8,0.8,3.5,3,3,4.6,1.4,1.5
314031391,20,35,34,475,687,681,1587,1534,1536,1723,1733,1733,355,360,360,1.1,0.8,0.8,3.7,2.8,2.9,12.5,2.8,3.3
314031392,19,37,36,473,637,632,1141,1225,1220,1668,1625,1625,290,300,300,1,0.8,0.8,3.2,2.5,2.5,7.3,2.5,2.7
314031393,21,37,36,541,734,730,1383,1610,1597,1733,1733,1733,320,335,335,0.9,0.8,0.8,3.1,2.7,2.7,7.4,1.7,1.9
314031394,20,36,36,617,640,639,1589,1247,1263,1600,1573,1580,340,340,340,1,0.8,0.8,3.5,2.6,2.6,8.4,4,4.2
315011395,27,38,28,247,1161,260,872,1916,992,0,0,0,100,29,100,1.5,0.8,1.4,4.6,1.5,4.2,46.1,0,39.8
315011396,24,46,34,310,642,447,859,1053,961,1300,1218,1247,120,138,120,1.2,1,1.1,3.6,2.1,2.8,22.8,6,13.7
315011397,28,45,44,390,563,533,725,945,907,0,650,650,133,100,110,1.2,0.9,0.9,2.8,2.2,2.3,0,5,5.1
315011398,28,38,29,310,1057,339,787,1819,879,0,867,867,72,24,70,1.2,0.9,1.1,3.5,1.9,3.3,25.9,7.2,23.1
315011399,20,38,22,419,1086,468,1068,1640,1158,0,0,0,120,25,120,1.3,1,1.3,4.1,2,3.8,31.3,4.4,27.4
315011400,30,47,44,403,528,519,1018,975,979,1300,1500,1486,170,125,139,1.1,0.9,0.9,2.9,2.3,2.4,8.2,4,4.4
315011401,23,36,28,554,1264,740,1550,2187,1837,1300,2184,1705,225,30,151,1.3,0.9,1.2,3.8,2.2,3.2,29.2,3.7,20.3
315011402,23,36,24,363,630,373,904,2028,929,0,0,0,120,27,115,1.1,0.9,1.1,3.8,2.3,3.8,23.5,0,22.4
315011403,21,33,31,1056,1395,1319,2530,2475,2484,2600,2100,2200,540,401,450,1.1,0.9,1,3.6,2.7,2.9,7.6,2,3.1
315021404,23,43,29,337,921,472,1005,1429,1171,901,1000,997,125,56,120,1.4,1,1.2,4.2,2,3.2,35.1,4.4,22.3
315021405,22,32,31,496,1116,1008,1489,2227,2141,1935,1862,1900,210,288,265,1.1,0.8,0.9,3.2,2.5,2.6,12.8,2.5,4.4
315021406,27,36,35,494,1129,971,1119,1827,1612,1517,1500,1500,163,125,150,1,0.8,0.9,3,2.3,2.5,10.6,1.6,4.2
315021407,28,42,41,515,690,674,966,1149,1137,607,748,737,150,80,100,0.8,0.8,0.8,2.6,2.3,2.3,0,2.9,3
315031408,22,45,44,524,637,627,1068,1069,1069,901,900,900,150,100,110,0.9,0.7,0.8,2.9,2.3,2.3,0,1.5,1.6
315031409,21,42,39,448,700,672,929,1152,1115,986,997,997,175,150,158,0.9,0.7,0.8,3,2.3,2.4,6.7,2.3,2.9
315031410,25,44,41,518,731,707,1083,1180,1172,1083,826,867,135,75,90,0.9,0.8,0.8,2.8,2,2.2,8.2,2.5,3.4
315031411,25,48,43,452,665,622,830,1038,979,576,680,650,120,85,100,0.9,0.7,0.8,2.8,2.1,2.2,9.2,2.1,3.8
315031412,22,41,40,468,737,726,1111,1292,1276,1185,1300,1300,200,178,180,1,0.7,0.8,2.7,2.3,2.3,5.9,1,1.3
316011413,23,48,48,560,642,641,1424,1312,1316,1772,1950,1950,380,385,385,0.9,0.7,0.7,3.1,2.4,2.4,0,1.1,1.2
316011414,23,42,42,581,687,686,1476,1559,1558,1950,1950,1950,410,410,410,0.9,0.8,0.8,3.1,2.7,2.7,4.9,1.4,1.4
316011415,20,33,33,583,708,706,1670,1622,1624,2167,2000,2000,430,450,450,1,0.8,0.8,3.1,2.9,2.9,4.9,1.6,1.7
316011416,20,34,33,518,514,514,1662,1218,1237,2100,1820,1842,430,430,430,0.9,0.8,0.8,3.4,2.7,2.7,8.2,1.8,2
316021417,20,43,43,495,591,589,1519,1255,1262,2134,1820,1842,410,390,395,0.9,0.8,0.8,3.4,2.6,2.6,10.6,1.6,1.8
316021418,27,45,45,512,673,671,1468,1323,1326,1767,2000,2000,415,385,385,0.9,0.7,0.7,3,2.4,2.4,0,1.8,1.8
316021419,36,55,54,410,548,545,837,921,919,1530,1540,1535,300,320,320,1.1,0.8,0.8,2.5,1.9,1.9,13.8,3.2,3.4
316021420,16,37,37,478,606,604,1448,1335,1339,1907,1950,1950,430,420,420,1,0.8,0.8,3.6,2.7,2.7,5.7,1.2,1.3
316021421,19,53,52,539,573,572,1525,1171,1176,1734,1950,1950,385,370,370,1,0.7,0.7,3.6,2.3,2.3,8.4,1.2,1.3
316021422,21,46,46,506,603,601,1208,1194,1194,1980,1745,1777,310,350,350,0.9,0.8,0.8,3,2.4,2.4,0,2,2.1
316021423,20,44,43,450,647,643,1476,1319,1325,1517,2000,2000,400,420,420,1.1,0.8,0.8,3.6,2.4,2.4,9.8,1.5,1.6
316021424,24,40,39,473,685,681,1437,1441,1441,2383,1950,1950,380,410,410,0.9,0.8,0.8,2.9,2.5,2.5,6.2,1.5,1.6
316031425,22,42,42,504,662,659,1292,1325,1324,1821,1800,1800,380,379,380,1,0.8,0.8,3,2.4,2.5,7.9,2.2,2.4
316031426,23,44,44,628,642,642,1260,1275,1275,1950,1733,1733,360,380,380,1,0.8,0.8,2.9,2.4,2.4,6.6,1.8,1.9
316031427,26,46,45,519,621,620,1134,1092,1093,1733,1647,1647,330,340,340,1,0.8,0.8,2.7,2.1,2.1,6.3,2.4,2.5
316031428,31,44,44,626,704,703,1325,1248,1250,1907,1733,1733,338,340,340,0.9,0.8,0.8,2.4,2.1,2.1,9.6,2.4,2.6
316051434,38,53,52,483,694,693,1125,1376,1375,0,1914,1939,350,420,420,0.8,0.7,0.7,2.3,2.2,2.2,0,1.1,1.2
316051435,24,54,53,575,614,614,1392,1134,1137,1517,1800,1800,363,390,390,1.1,0.7,0.7,2.6,2.1,2.1,0,1,1
316051437,23,45,44,537,702,700,1468,1368,1371,2167,1850,1863,373,400,400,1,0.8,0.8,3.2,2.4,2.4,17.9,1.9,2.1
316051438,18,50,49,460,540,538,1224,1035,1040,1820,1690,1700,380,390,390,1,0.7,0.7,3.3,2.3,2.3,8.4,1.2,1.4
316051543,19,45,45,537,686,685,1416,1346,1347,1950,1845,1890,330,373,370,1.1,0.8,0.8,3.1,2.4,2.4,18.2,1.4,1.7
316051544,22,37,37,560,698,697,2055,1493,1502,2284,2000,2000,475,480,480,0.9,0.8,0.8,3.4,2.9,2.9,0,1,1.1
316061439,19,41,40,397,572,570,1266,1260,1260,1966,1733,1733,310,330,330,1,0.8,0.8,3.3,2.6,2.7,9.1,2.9,3.1
316061440,20,54,54,407,530,528,966,1023,1022,1564,1560,1560,330,303,310,1,0.8,0.8,2.9,2.3,2.3,16.9,3.1,3.3
316061441,24,43,42,521,578,577,1562,1373,1374,2167,1777,1799,360,330,340,0.8,0.8,0.8,3.3,2.7,2.7,0,2.3,2.4
316061442,20,42,41,519,608,606,1430,1411,1413,1733,1800,1800,350,340,340,1,0.8,0.8,3.6,2.8,2.8,5.3,2.8,2.9
316061443,26,52,52,410,551,549,1281,1129,1132,2167,1600,1600,250,285,280,1.1,0.8,0.8,2.8,2.3,2.4,21.7,2.3,2.7
316061444,18,44,44,564,604,604,1536,1378,1381,1800,1733,1733,358,350,350,1,0.8,0.8,3.8,2.7,2.8,7.3,1.9,2
316071545,23,41,40,521,641,640,1567,1378,1384,1800,1781,1785,370,400,395,0.9,0.8,0.8,3.2,2.6,2.6,8.2,1.7,1.9
316071546,28,46,46,518,580,579,1375,1307,1308,1517,1800,1790,410,300,310,1,0.8,0.8,2.9,2.6,2.7,0,1.8,1.9
316071547,22,44,44,475,607,604,1264,1361,1358,1729,1733,1733,350,345,348,1,0.8,0.8,3.2,2.7,2.7,11.1,2.5,2.8
316071548,20,41,40,474,564,561,1180,1103,1106,1733,1582,1585,320,305,310,1,0.8,0.8,3.4,2.5,2.5,12.9,2.5,2.9
316081549,22,47,47,503,560,560,1236,1213,1214,1612,1673,1662,343,340,340,1,0.8,0.8,3.4,2.6,2.6,6.4,2.3,2.4
317011445,18,34,34,487,758,751,1395,1768,1751,1517,1733,1733,310,300,300,1,0.8,0.8,3.9,3,3,5.2,1.9,2
317011446,18,33,32,491,582,579,1037,1162,1158,1500,1517,1517,300,300,300,1,0.8,0.8,3.3,2.4,2.4,6.8,3.6,3.7
317011447,17,39,38,451,562,557,1158,990,1002,1400,1400,1400,270,265,265,1,0.7,0.8,3.3,2.2,2.2,10.2,1.8,2.2
317011448,18,32,31,420,494,492,1260,1037,1041,1235,1496,1473,290,270,270,1,0.8,0.8,3.6,2.6,2.6,8.9,6,6.1
317011449,18,35,34,521,718,709,1786,1646,1657,1690,1630,1642,305,320,320,0.9,0.8,0.8,4,2.9,3,6,1.5,1.8
317011450,17,40,40,535,752,748,1942,1847,1852,1777,1950,1950,390,380,380,1,0.7,0.7,4.2,2.9,2.9,0,0.8,0.8
317011451,18,41,41,487,624,620,1375,1404,1403,1500,1600,1600,300,260,265,1.1,0.8,0.8,3.6,2.7,2.8,11.2,2,2.4
317011452,18,43,43,612,818,816,1624,1969,1964,1950,1924,1937,370,400,400,0.8,0.7,0.7,3,2.8,2.8,0,0.6,0.6
317011453,18,36,35,444,610,597,884,1041,1029,1398,1300,1300,273,265,270,1,0.8,0.8,3,2.1,2.2,8.6,2.3,2.8
317011454,22,36,34,405,609,597,1053,1066,1065,1300,1360,1355,260,260,260,1,0.7,0.8,3,2.2,2.3,11.9,1.8,2.5
317011455,15,44,43,524,730,727,1437,1439,1439,1600,1677,1668,340,310,310,0.9,0.7,0.7,3.3,2.4,2.4,6,0.8,0.9
317011456,23,39,38,419,627,617,983,1119,1113,1517,1482,1493,280,260,260,1,0.7,0.8,2.7,2.2,2.2,6.5,1.9,2.1
317011457,25,41,41,596,832,824,1230,1572,1561,1728,1733,1733,285,280,280,0.9,0.7,0.7,2.8,2.3,2.3,7,1.4,1.5
317011458,17,35,34,728,753,752,1656,1707,1704,1950,1733,1733,350,335,340,0.9,0.7,0.8,3.7,2.8,2.8,5.5,1,1.2
317011459,18,41,39,467,570,565,1085,1012,1018,1469,1304,1322,275,280,276,1,0.7,0.8,3.3,2.2,2.3,8.9,2,2.4
318011460,22,45,43,439,620,608,860,1155,1129,1391,1324,1326,230,220,220,1,0.8,0.8,3.1,2.3,2.3,10.1,1.9,2.5
318011461,22,46,45,427,638,629,1170,1230,1226,1083,1300,1300,220,190,198,1,0.8,0.8,3,2.4,2.4,11.7,1.9,2.4
318011462,19,41,39,373,541,509,789,1075,1040,1300,1300,1300,200,210,200,1,0.8,0.8,3,2.3,2.4,11.1,1.7,2.6
318011463,25,43,42,416,551,548,1321,1055,1065,1517,1400,1419,150,74,92,0.9,0.8,0.8,3.1,2.5,2.6,8.1,2.8,3.1
318011464,27,51,50,388,521,507,844,957,950,1320,1268,1300,195,190,190,1,0.7,0.7,2.8,2.1,2.2,10.2,1.6,2.3
318011465,15,51,50,287,576,562,959,1116,1110,1300,1300,1300,220,160,170,1,0.8,0.8,3.2,2.3,2.3,7,1.5,1.7
318011466,23,47,24,290,1390,303,1069,2299,1119,0,0,0,120,9,120,1.5,0.8,1.5,4.4,2.2,4.3,41.7,0,39.8
318021467,21,37,36,448,589,578,978,1189,1172,1595,1603,1603,275,280,280,0.9,0.8,0.8,3,2.4,2.5,11.1,3.6,4.1
318021468,20,32,31,850,862,862,1963,1982,1981,2100,1827,1830,355,370,370,0.9,0.8,0.8,3.5,2.9,3,6.3,1.1,1.3
318021469,28,45,45,474,725,712,1017,1373,1348,1884,1733,1733,260,290,280,1,0.8,0.8,2.9,2.3,2.3,8.9,1.9,2.2
318021470,16,31,31,738,846,842,1978,1913,1918,1950,2000,2000,350,322,330,1,0.8,0.8,3.7,3,3,5,0.9,1.1
318021471,18,36,33,391,616,589,965,1238,1203,1612,1517,1517,250,280,280,1.1,0.8,0.8,3.6,2.5,2.6,12.7,1.8,3
318021472,19,41,39,413,599,588,1300,1239,1244,1500,1517,1511,290,285,285,1,0.8,0.8,3.5,2.5,2.5,11.1,2.5,3.2
318021473,18,30,29,629,831,821,1463,1771,1744,1950,1950,1950,320,330,330,0.9,0.8,0.8,3.5,2.9,2.9,5.3,1.4,1.7
318021474,22,24,24,472,580,577,1821,1799,1800,1680,1866,1859,350,340,340,0.9,0.8,0.8,3,2.7,2.7,9.8,1.6,1.9
318021475,26,40,39,453,691,667,782,1048,1021,1509,1517,1517,207,245,240,0.9,0.8,0.8,2.3,2,2,9.3,2,2.7
318021476,20,38,36,435,617,597,966,1189,1168,1549,1517,1517,247,270,265,1.1,0.8,0.8,3.2,2.4,2.5,13.7,3.6,4.7
318021477,19,41,38,479,535,529,1158,1070,1079,1539,1500,1500,270,280,280,1,0.7,0.8,3.5,2.4,2.5,13.5,2.8,4
318021478,21,37,36,402,703,683,944,1115,1102,1625,1560,1573,220,250,250,1,0.8,0.8,2.4,2,2.1,8.1,3,3.4
318021479,23,39,38,504,665,656,986,1059,1053,1300,1517,1517,240,240,240,1,0.8,0.8,2.5,2.1,2.1,8.1,2.7,3.1
318021480,17,34,32,449,665,638,1139,1400,1365,1662,1625,1625,272,295,290,1,0.8,0.8,3.7,2.8,2.9,10.6,2.1,3.2
318021481,21,40,37,418,583,566,1172,1188,1187,1603,1517,1517,265,270,270,1,0.8,0.8,3.5,2.5,2.6,13.8,2.8,4
318021482,19,34,33,538,766,756,1509,1705,1690,1924,1733,1733,330,330,330,0.9,0.8,0.8,3.5,2.8,2.8,4.8,1.2,1.5
318021483,24,54,54,537,536,536,850,851,851,0,1347,1387,250,250,250,0.8,0.7,0.7,2.2,1.9,1.9,0,1.9,2.2
318021484,20,32,31,589,825,808,1417,1755,1723,1731,1877,1863,305,330,330,1,0.8,0.8,3.4,2.7,2.8,4.1,1.1,1.3
318021485,18,45,43,350,575,563,1031,1163,1157,997,1619,1600,280,260,260,0.8,0.8,0.8,2.2,2.2,2.2,11.5,1.7,2.1
318021486,22,44,44,466,612,604,1283,1248,1252,1733,1733,1733,255,280,280,1,0.8,0.9,3.3,2.5,2.5,9.8,2.5,2.9
318021487,23,32,31,681,918,909,1470,1804,1786,1523,1950,1907,328,340,340,0.9,0.8,0.8,3,2.6,2.6,6,1.3,1.6
318021488,25,39,38,493,767,750,1013,1250,1238,1586,1625,1625,240,285,280,0.8,0.8,0.8,2.3,2,2.1,4.9,2.2,2.4
318021489,36,45,45,659,697,696,1562,1421,1427,1571,1800,1777,280,220,250,1.1,0.9,0.9,2.8,2.5,2.5,0,3.2,3.2
318021490,23,38,38,404,942,922,949,1600,1575,2167,2000,2000,242,310,300,1,0.8,0.8,2,2,2,5.9,2.1,2.2
318021491,28,41,38,369,621,598,1192,1221,1219,1367,1500,1500,267,280,280,1.1,0.8,0.8,3.5,2.4,2.5,14.8,2.1,3.1
319011492,17,41,40,383,519,511,1218,1019,1027,1613,1451,1473,280,265,265,1.1,0.7,0.8,3.5,2.4,2.5,7.4,1.4,1.7
319011493,18,48,47,442,540,537,1066,1103,1101,1517,1517,1517,288,290,290,1,0.7,0.7,3.4,2.3,2.4,8,1.3,1.5
319011494,19,40,39,377,571,562,1031,1303,1293,1375,1577,1560,308,300,300,1,0.8,0.8,4.1,2.8,2.8,8.9,1.6,1.8
319011495,28,39,38,385,485,478,703,788,782,1441,1170,1192,220,230,225,0.9,0.8,0.8,2.4,2.1,2.1,9.7,3.1,3.6
319011496,21,40,39,469,565,561,1015,1103,1099,1408,1517,1517,283,275,275,1,0.8,0.8,3.3,2.5,2.5,11.2,2.2,2.6
319011497,21,49,47,379,484,480,1053,905,912,1250,1300,1300,265,255,260,1,0.8,0.8,3.1,2.3,2.3,9.8,2.1,2.5
319011498,18,47,46,409,478,476,1044,1034,1034,1567,1304,1332,290,260,270,1.1,0.8,0.8,3.5,2.6,2.6,6.6,2.7,2.9
319011499,21,52,51,365,454,452,961,901,904,1343,1278,1300,250,245,250,1,0.8,0.8,3.2,2.3,2.4,5.7,2.2,2.4
319011500,19,47,46,405,516,509,952,967,966,1616,1367,1400,270,280,275,0.9,0.7,0.7,3,2.2,2.3,8.9,1.4,1.7
319011501,19,45,44,471,493,492,1011,905,912,1300,1296,1300,270,250,250,1.1,0.7,0.8,3.3,2.2,2.3,11.8,2,2.5
319011502,20,43,42,392,494,490,973,959,959,1343,1300,1300,250,260,255,1,0.7,0.8,3.3,2.3,2.4,11.2,1.9,2.4
